snr,RZ
6,-40.0436437111
6.1,-40.7572027964
6.2,-41.1918597342
6.3,-41.8708620906
6.4,-42.757236961
6.5,-43.6653111013
6.6,-44.8148562583
6.7,-45.3760156781
6.8,-46.0205955703
6.9,-46.7778027097
7,-47.6955064433
7.1,-48.5387153003
7.2,-49.9999956571
7.3,-51.5490152569
7.4,-53.0102956137
7.5,-53.9793957438
7.6,-53.9793957438
7.7,-53.9793957438
7.8,-55.2287831099
7.9,-55.2287831099
8,-59.9999956571
8.1,
8.2,
8.3,
8.4,
8.5,
8.6,
8.7,
8.8,
8.9,
9,
